,k=1,k=3,k=5
58,0.22055553217627755,0.19259664526219789,0.18811409523653155
59,0.0,0.0,0.0
60,0.0,-0.24771734705629112,0.030595868629078815
61,0.042644327360496836,-0.11158997109355384,-0.12078312959095472
62,0.10005477421096509,0.10005477421096509,0.9361615112953208
63,0.0,-0.031082429316314053,-0.12612570579997323
64,0.1328020270445902,-0.2203261610011461,-0.2239325926117408
65,0.0,0.036543306527034664,-0.13253231150790823
66,0.0,0.0,-0.02444509357225555
67,0.20919733391203532,-0.21564414266807996,-0.21564414266807996
68,0.0,0.07796888554702508,-0.46521105749310165
69,-0.01125065007458148,0.06880096180595796,-0.06278362560027895
70,0.0,-0.5273791698644068,0.5666640151401311
71,0.0,-0.03223475370776374,-0.15758041260250943
72,-0.09759702721302854,-0.20991766562995995,-0.23707982523669402
73,0.019798990615964573,0.04678459776225308,-0.42623814433455476
74,0.0,0.07782531006005888,-0.04818442924093863
75,0.0,0.5808456728024521,0.4689938149291297
76,0.06826773469472802,0.05546134103020084,0.02173491336717548
77,0.0,-0.11554418270232722,-0.1987849535061327
78,0.0,-0.32408266802969443,-0.32408266802969443
79,0.0,-0.05676089870227918,0.3059540758127457
80,-0.6024778981607062,-0.29267404554175647,-0.29267404554175647
81,-0.14905268408084849,-0.2692479045656305,-0.13825720251425933
82,0.6693712845836594,0.2759401146007433,0.47843083066871095
83,-0.041139830341582695,-0.27337241778121957,-0.3533064611176969
84,0.025507146025715022,0.025507146025715022,0.025507146025715022
85,-0.2513714236114962,-0.12893175662985956,-0.12893175662985956
86,-0.16757771218705242,-0.23934861151845466,0.10514218468332592
87,0.15504709759325108,-0.0537471635370842,-0.0819929942861185
88,-0.4569735074107186,-0.4519248915588605,-0.36737806792559013
89,0.0,0.03084934788149496,0.23217108643451717
90,0.0,-0.03142721497152445,-0.03142721497152445
91,-0.2503511069865426,0.15827311198358274,0.0581157453434743
92,0.28402177565938147,0.18012766363917576,0.18852454761618154
93,-0.2337424058117914,0.4184566063858485,0.38028992125333244
94,0.0,-0.11442730405575485,0.022347260107934197
95,-0.10906608366339532,-0.010234237686141068,-0.025235605166814667
96,-0.16173797049724326,-0.0018035177430818505,-0.46697321191134167
97,0.04786457764284921,0.009033674650122725,-0.17440924031852034
98,0.061490497255512255,0.061490497255512255,-0.05076673534048637
99,0.0,-0.04293560335765456,-0.035177600364223904
100,0.0,-0.44567615620126444,-0.39982553394753717
101,-0.4842721900029686,-0.4842721900029686,-0.4842721900029686
102,6.329086546810687,1.9455222815655593,2.7298483894026786
103,0.0,0.0,0.0
104,-0.02018072651730307,0.6130440003730209,0.7883283785171322
105,0.06793054908608731,0.1524632870768703,0.13037304836676544
106,0.0,-0.49765287638767175,-0.44691675248335616
107,0.0,0.3584249667156974,0.34366444254944406
108,0.0,0.03357092052736399,0.01978251272615117
109,-0.3332732997146851,-0.05201058921686674,-0.21794806712628118
110,0.0,-0.044258857004464636,-0.10155156401619037
111,0.21856184277373436,-0.1578762554837948,0.41423554181826094
112,-0.36370207797522214,-0.35301260050251093,0.07112694945158549
113,-0.3293942431450877,-0.2798571841091121,-0.2374126781266903
114,0.0,0.017622338802678217,0.02753002451117581
115,-0.6167403754851859,-0.6701030997279825,-0.5627831850950619
116,-0.13743072788704974,-0.11516844712756463,-0.11516844712756463
117,-0.10444957033691793,0.13942678005640824,1.8961545937742676
118,0.09459567844645467,0.16489266524855895,0.635103429404237
119,,,
120,-0.45148075399750043,-0.5145148962988375,-0.5145148962988375
121,0.0,0.0,-0.15312590905564416
122,-0.3150899223120385,-0.3302942030682047,-0.3302942030682047
123,0.0,-0.14892139379457137,-0.14892139379457137
124,-0.06270848340332152,-0.11891883595953306,-0.5724905722748983
125,1.7521218508533254,0.5325738601249795,0.46097702534064955
126,5.691472071047473,0.6483633747835056,0.4834069686754786
127,0.11655016159624765,-2.6577306910065244,-3.238658176708241
